epoch,train_loss,val_loss
0,0.14312524855365533,0.09212892490634694
1,0.0843580875193219,0.07974853241881355
2,0.07905522550044157,0.07634975240689236
3,0.07428004806075254,0.0753280807309784
4,0.07309696289813122,0.07133391334863845
5,0.07112515640571294,0.07087175558339805
6,0.06990592780968417,0.07117275732264389
7,0.06847201869882585,0.06785229350172449
8,0.0676859967277178,0.06903048552260733
9,0.06681066287486144,0.06654546674453886
10,0.06687073872598541,0.06915635358028813
11,0.06663839025494388,0.06629704268323258
12,0.06625511461054273,0.06586231664216612
13,0.06580080612160055,0.06666671834291192
14,0.06617792065033827,0.06636777957933955
15,0.06594086118290186,0.06597353749551112
16,0.06503111850994323,0.06693662008353277
17,0.06477236326621927,0.06428338584093726
18,0.06500093375935274,0.0651202545543143
19,0.06468819565785205,0.06691743829867919
20,0.06408073092856066,0.06426855877492343
21,0.06374726772232128,0.06575734993981314
22,0.06396685597841698,0.06398268603959005
23,0.06367233087835104,0.0640914063480217
24,0.0632448055783806,0.06243805461541633
25,0.06368659967389863,0.06429020563843078
26,0.06406689070336655,0.06439738878999487
27,0.06322550295335252,0.06426251506619737
28,0.06343411928628717,0.06390398676850018
29,0.06322769822595674,0.0642076281583344
30,0.06355122134775457,0.06291280940294965
31,0.06332662762583369,0.06334094220939442
32,0.06322155470776436,0.06306018581875833
33,0.06321251035079627,0.06347318913646159
34,0.06241621797347008,0.06340060031758621
35,0.0621049896816311,0.06372385211937945
36,0.06311821396393544,0.0632391893438762
37,0.06261425567290667,0.06214202625927864
38,0.06285933113616446,0.06222831937509472
39,0.062418396649000896,0.06276128359040013
40,0.06232291822085905,0.0634885398072307
41,0.06242615134095597,0.06022589766784804
42,0.06208774032990646,0.06429621768287616
43,0.06206288529783868,0.06249011712371721
44,0.06241305526869986,0.06073196225999272
45,0.062370222004706904,0.06292715000832687
46,0.061592175051226945,0.06351321967664407
47,0.06141919777978717,0.06232163183368975
48,0.061662206488192234,0.06229195380304009
49,0.06193951089554431,0.06294134313587565
50,0.0614985184234274,0.06175632406450459
51,0.061096035077443815,0.06048204262048821
52,0.061761161669745775,0.06382114892040262
53,0.061835250138398024,0.06200890193961677
54,0.06160209045919311,0.06291716762587311
55,0.061477367558976266,0.0615467399455898
56,0.06139557561872865,0.06279754304656526
57,0.06131833706937178,0.06279250836298451
58,0.06125730706755158,0.062402804448234386
59,0.061140416614006245,0.062177923878777075
60,0.061941469998082234,0.06318910598341027
61,0.06150439947538668,0.06296737208349514
62,0.061901171179607396,0.06191839443782228
63,0.061570675524375625,0.060660569794673935
64,0.060383099510008115,0.06203911231645034
65,0.06158460268888937,0.06095544470153982
66,0.06132549008406946,0.06247688233009539
67,0.06122417999502948,0.06187001675000065
68,0.06190954953851297,0.06217797559793107
69,0.06104352185145363,0.06088402647727053
70,0.060758731878169665,0.06063244787570438
71,0.06138279858757468,0.060254940601432466
72,0.06119520437267735,0.061399090811167845
73,0.06074993637249903,0.060796970138017783
74,0.060813483498666596,0.06169900351549149
75,0.06141992729833669,0.06227229338453035
76,0.060813428124274746,0.06064140488005069
77,0.060891559504715684,0.061804660914523996
78,0.06114332314075716,0.06291378874515649
79,0.06140935237107374,0.0605065690502961
80,0.06093907330537696,0.061288053161784775
81,0.06034330855054624,0.061160809112759305
82,0.06087753260531999,0.06103528916197247
83,0.060387892329403205,0.05995063477515941
84,0.0602753915731102,0.06199883963364118
85,0.06106160312433682,0.06165366480375524
86,0.06026979523432224,0.062119022103917086
87,0.06105443486548446,0.05844542317369196
88,0.059837366623418105,0.06053584473444498
89,0.061030397167824726,0.061073525165845056
90,0.06108225993526256,0.06097249577473267
91,0.06052770249335967,0.06390535494750366
92,0.05937913505127058,0.061679650516284164
